SQUARE_PHARMA,LHBL,RAK_CERAMIC,Date
2953,512.75,207.8,6/13/2010
3045.25,531.25,190.3,6/14/2010
3086,539.25,183.9,6/15/2010
3105.75,539,172.8,6/16/2010
3063.25,549.25,191.2,6/17/2010
3086.5,568.75,185.9,6/20/2010
3092.75,579.75,181.8,6/21/2010
3122.25,579.25,182,6/22/2010
3090.25,554.25,180.4,6/23/2010
3116.5,568.5,178.7,6/24/2010
3244.25,562.5,178.4,6/27/2010
3283.75,549,175.4,6/28/2010
3255.5,554.75,171.9,6/29/2010
3243.25,562,170.5,6/30/2010
3247,557.5,167.1,7/4/2010
3255,555,166.8,7/5/2010
3339.25,553.25,170.1,7/6/2010
3387.5,555.75,179.3,7/7/2010
3505.25,556,177.6,7/8/2010
3604.25,559.75,172.3,7/11/2010
3592.25,555.5,170.1,7/12/2010
3577.75,570.5,170.8,7/13/2010
3637.25,576.75,171.2,7/14/2010
3617.5,567.5,183.9,7/15/2010
3644,560.25,205.9,7/18/2010
3651.5,521,212.5,7/19/2010
3675.75,500.75,207.5,7/20/2010
3746.75,488.5,218.6,7/21/2010
3729.75,502,220.2,7/22/2010
3699.25,491.25,226.7,7/25/2010
3722.25,465.25,238.9,7/26/2010
3687.75,475.25,227.6,7/27/2010
3673,474.5,220,7/29/2010
3655.5,479.5,214.7,8/1/2010
3651,474.75,225.7,8/2/2010
3606.25,465.25,225.6,8/3/2010
3605.25,452,221.5,8/4/2010
3570.5,450.75,220.1,8/5/2010
3609.75,448.5,216.7,8/8/2010
3596.25,446.25,215,8/9/2010
3554,440,216.7,8/10/2010
3529.5,439,216.3,8/11/2010
3570.75,441.75,214.1,8/12/2010
3576,465.75,209.4,8/16/2010
3565.25,457,206.9,8/17/2010
3554,459.75,215.2,8/18/2010
3535.75,458.75,215.4,8/19/2010
3545.75,457,218.9,8/22/2010
3543.5,459.75,222.3,8/23/2010
3517.5,451.75,221.5,8/24/2010
3490.75,450,215.3,8/25/2010
3551.75,457,214.9,8/26/2010
3560.5,452.5,213.3,8/29/2010
3568,462.25,213.1,8/30/2010
3585.5,455.25,213,8/31/2010
3593.25,450,216.8,9/2/2010
3672.25,449.75,218.2,9/5/2010
3642.5,457.75,214.3,9/6/2010
3592.75,430.25,210.9,9/8/2010
3584,443,211.2,9/13/2010
3600.75,438.5,209.9,9/14/2010
3580.5,459,209.4,9/15/2010
3575,461.75,207.6,9/16/2010
3563.25,455.25,206.8,9/19/2010
3520.75,452.75,212.2,9/20/2010
3490.5,436.75,209.5,9/21/2010
3495.25,438,207.7,9/22/2010
3601,441.25,207.2,9/23/2010
3594.5,449.5,206.9,9/26/2010
3564,464.75,219.2,9/27/2010
3551.75,459.75,213.9,9/28/2010
3565.5,458,211.9,9/29/2010
3569.75,455.75,209.2,9/30/2010
3559.5,453.75,209.8,10/3/2010
3588,452.75,209.8,10/4/2010
3613,450.75,208.2,10/5/2010
3593,471,208.3,10/6/2010
3578.5,476.75,207.6,10/7/2010
3581,454.75,202.2,10/10/2010
3559.5,439,204.3,10/11/2010
3574.75,430.5,204,10/12/2010
3583.25,430.25,204.2,10/13/2010
3596.5,430.75,202.5,10/14/2010
3659,427.75,201.9,10/18/2010
3646,425.75,200.8,10/19/2010
3642.25,424,208.6,10/20/2010
3651.75,431.75,205.8,10/21/2010
3731.75,432,204.5,10/24/2010
3781.25,436.75,203,10/25/2010
3769,437,201.3,10/26/2010
3738,432.5,200.4,10/27/2010
3713.75,433.75,196.8,10/28/2010
3704.75,427.5,193.5,10/31/2010
3705.5,424,195.9,11/1/2010
3702.25,427.25,194,11/2/2010
3722,425.75,191.9,11/3/2010
3747,438,192.4,11/4/2010
3800.25,452.5,192,11/7/2010
3899.5,451.5,189.3,11/8/2010
3889,453.25,187.6,11/9/2010
3893.25,437.5,190.1,11/10/2010
3880.25,445,202,11/11/2010
3860,458.75,201.4,11/14/2010
3902.5,453.5,199,11/15/2010
3917,453.75,197.9,11/21/2010
3925,447.25,202.9,11/22/2010
3908,445.5,205.5,11/23/2010
3843.5,455.5,202.7,11/24/2010
3882.5,450.75,199.8,11/25/2010
3867,457.5,195.3,11/28/2010
3893.75,442,193.2,11/29/2010
4027.75,428.75,193.6,11/30/2010
4131.5,436.5,194.3,12/1/2010
4335.75,439.25,192.6,12/2/2010
4204,435,189.2,12/5/2010
4210.25,433.5,190.5,12/6/2010
4095.5,429.5,187,12/7/2010
4027.25,429.25,182.3,12/8/2010
4110.5,423.75,188.5,12/9/2010
4093.5,452.25,183.7,12/12/2010
4058.5,446.75,182.8,12/13/2010
4065.25,440.75,181.7,12/14/2010
4017.75,446,178.7,12/15/2010
3951.75,444.5,170.2,12/19/2010
3928.25,459.5,176.2,12/20/2010
3913.75,499.25,177.9,12/21/2010
3991,485.5,175.8,12/22/2010
3916.5,498,172.4,12/23/2010
3893,496.25,171.2,12/26/2010
3877.5,486,174,12/27/2010
3832.75,479.75,172.9,12/28/2010
3802.25,494.75,171.6,12/29/2010
3770.75,510,171.6,12/30/2010
3721.75,513.5,171.5,1/2/2011
3742.5,510.75,170.2,1/3/2011
3876.75,516.5,166.8,1/4/2011
3867.5,547.5,165.6,1/5/2011
3807.25,586.5,159.9,1/6/2011
3820.25,591,146.3,1/9/2011
3820,552.75,130.8,1/10/2011
3762.5,560.75,156.9,1/11/2011
3790.75,559.75,155.9,1/12/2011
3794.25,576,154.7,1/13/2011
3790.5,587.25,152.9,1/16/2011
3828,590.25,149.8,1/17/2011
3876.5,582.25,146,1/18/2011
3945.75,569.75,138.7,1/19/2011
3942.5,584.5,122.7,1/20/2011
3917.5,573.25,134.9,1/25/2011
3908.25,588.5,148.3,1/26/2011
3911.75,591,156.6,1/27/2011
3936.5,577.25,181.5,1/30/2011
4107.25,579.5,176.3,1/31/2011
4099,586.75,167.9,2/1/2011
4033.25,574.5,163.4,2/2/2011
3991,577.75,156.8,2/3/2011
3965,578,147,2/6/2011
4000.25,572.5,140.5,2/7/2011
3995.75,569.25,154.5,2/8/2011
3997.75,567.75,145,2/9/2011
4031.25,568.5,118.7,2/13/2011
4009,565.25,106.9,2/14/2011
3139.75,581.25,109.3,2/15/2011
3108.5,579,120.1,2/20/2011
3068.25,640.25,108.7,2/22/2011
3047.5,734,105.7,2/23/2011
3069.25,831.75,101.6,2/24/2011
3043.75,779,92.7,2/27/2011
3033.5,780.75,89,2/28/2011
3038.75,758.75,97.8,3/1/2011
3064.5,749.25,90.4,3/2/2011
3088.5,725.5,94.6,3/3/2011
3064.5,712.5,97.1,3/6/2011
3079,701,104.3,3/7/2011
3293.75,751.5,113.8,3/8/2011
3555.75,742.5,123.6,3/9/2011
3650.5,730.25,129.6,3/10/2011
3569.25,736.5,116.7,3/13/2011
3543.5,736.5,121.6,3/14/2011
3471.75,746.5,116.2,3/15/2011
3478.5,748.75,117.8,3/16/2011
3438.5,741.25,118.4,3/20/2011
3485.25,718.5,114.8,3/21/2011
3536.5,732,114.4,3/22/2011
3700.75,729.25,111.8,3/23/2011
3735,670.25,106.7,3/24/2011
3812.5,708.5,103.6,3/27/2011
3747.75,697.5,109.6,3/28/2011
3629.5,666.5,108.7,3/29/2011
3680.25,680.75,107,3/30/2011
3677.75,669.75,107.9,3/31/2011
3637.25,675,108.9,4/3/2011
3623.75,693,119.2,4/4/2011
3621.75,704.25,118,4/5/2011
3602,682.25,117.6,4/6/2011
3712,678.25,129.2,4/7/2011
3686.75,684.25,126.8,4/10/2011
3696.25,755.75,117.7,4/11/2011
3771.25,708.25,129.2,4/12/2011
3771.75,699.75,132.8,4/13/2011
3764.25,701,130.2,4/17/2011
3773.25,692.5,125.7,4/18/2011
3738.75,690.5,123.1,4/19/2011
3692.25,698,121.4,4/20/2011
3698.25,683,124.3,4/21/2011
3680,687.25,120.6,4/24/2011
3659,687.75,115.3,4/25/2011
3650.25,684.25,115.9,4/26/2011
3641,672.75,121.4,4/27/2011
3647.25,668.5,116,4/28/2011
3633.75,671,112.5,5/2/2011
3675,660.25,109.1,5/3/2011
3744,667,111.8,5/4/2011
3848.25,669.75,109.2,5/5/2011
4001,671,101,5/8/2011
3964.5,668.5,103.5,5/9/2011
3892.25,658.25,99.7,5/10/2011
3857.25,653.75,99.1,5/11/2011
3842.5,654,104.3,5/12/2011
3779.25,634.25,107.2,5/15/2011
3785.75,620,104.6,5/16/2011
3772.75,625.75,104.3,5/18/2011
3776.25,625.25,103,5/19/2011
3762.25,622.75,98.6,5/22/2011
3745,596.25,96.2,5/23/2011
3722.75,575.75,97.5,5/24/2011
3667.25,555,93.7,5/25/2011
3644.25,564,96.2,5/26/2011
3677.5,602.25,98.1,5/29/2011
3628.75,585,104.9,5/30/2011
3626.5,589,104.9,5/31/2011
3635.75,588.25,100,6/1/2011
3602.25,574.5,101.9,6/2/2011
3465,548,101.3,6/5/2011
3553,571.25,102.2,6/6/2011
3578.25,569.5,104.8,6/7/2011
3569.75,563.75,106.7,6/8/2011
3520,559.5,105.2,6/9/2011
3503,554,99.4,6/12/2011
3538.5,556.5,102.4,6/13/2011
3530.75,550.25,99.7,6/14/2011
3517.5,547.75,99.6,6/15/2011
3522,563.75,98.4,6/16/2011
3559.75,551.75,96.3,6/19/2011
3534.5,551,95.7,6/20/2011
3507.25,580,95.6,6/21/2011
3478.5,565.75,97.2,6/22/2011
3415.75,557.25,97.5,6/23/2011
3176.25,522.75,98.4,6/26/2011
3030,497,101.3,6/27/2011
3333,565.75,102.4,6/28/2011
3340.25,542,103.5,6/29/2011
3312.5,537.5,105,6/30/2011
3514.25,512.75,110.9,7/3/2011
3522.5,514,108,7/4/2011
3390.75,495.5,108.6,7/5/2011
3372.5,480.5,109,7/6/2011
3153.5,437.75,112.1,7/7/2011
3311,475,113.8,7/10/2011
3476.5,512.25,113.6,7/11/2011
3462.75,503.75,111.8,7/12/2011
3497.25,499.5,115,7/13/2011
3473,493.5,117.9,7/14/2011
3417.25,481,116.2,7/17/2011
3393.25,485.25,122.7,7/19/2011
3354,468,121.7,7/20/2011
3280.75,441,120.6,7/21/2011
3262.75,424,122.8,7/24/2011
3373,428.25,116.1,7/25/2011
3321.75,417.25,113.5,7/26/2011
3265,412,114.3,7/27/2011
3142.75,392,112.9,7/28/2011
2985.75,360.25,109,7/31/2011
3107,383.25,107.7,8/1/2011
3262.25,416.5,104.4,8/2/2011
3153.5,397.75,109.6,8/3/2011
3124,387.5,106.7,8/4/2011
3092.25,369,103.7,8/7/2011
2972.5,344,103.8,8/8/2011
2873.75,327,102.9,8/9/2011
3017.25,355.25,102.8,8/10/2011
2943,332,103.8,8/11/2011
3016.25,353.75,103.1,8/14/2011
3033,351.25,101,8/16/2011
3147.75,374.25,99.9,8/17/2011
3193.5,383.5,101.9,8/18/2011
3269.75,405.25,100.2,8/21/2011
3304.75,416.75,99.2,8/23/2011
3155,381.75,98.5,8/24/2011
3217.75,405.25,101.9,8/25/2011
3197,376.75,100.9,9/4/2011
3212.75,389.75,99.5,9/5/2011
3282.75,390.5,98.4,9/6/2011
3302.25,383.25,99.8,9/7/2011
3281.5,383.25,98.7,9/8/2011
3240.75,379.5,97.4,9/11/2011
3217.25,371.75,97.1,9/12/2011
3200.75,376.5,100.5,9/13/2011
3233.75,391.25,97.7,9/14/2011
3247,425.25,97.1,9/15/2011
3251.5,431.25,94.9,9/18/2011
3272.25,430.75,94.8,9/19/2011
3266.5,414.75,94.7,9/20/2011
3264.75,404.75,91.9,9/21/2011
3259.5,403.5,91.9,9/22/2011
3251.75,400,94.2,9/25/2011
3272.75,406.75,98.7,9/26/2011
3389.75,412.25,96.2,9/27/2011
3300.25,406.75,95.1,9/28/2011
3367.75,413.5,96.4,9/29/2011
3332,404.75,96.4,10/2/2011
3315.75,414,93.8,10/3/2011
3338.25,410.5,92.8,10/4/2011
3333.25,400,92.8,10/5/2011
3298.25,392.75,90.4,10/9/2011
3303.25,392.75,90.3,10/10/2011
3289.75,391.5,85.9,10/11/2011
3252.25,378.5,87,10/12/2011
3251.25,373,90.4,10/13/2011
3335.75,400.75,86.6,10/16/2011
3286,400.25,87,10/17/2011
3323.75,389.5,84.8,10/18/2011
3307.25,399.75,81.9,10/19/2011
3342.25,395.75,87.4,10/20/2011
3321,379.5,89.1,10/23/2011
3272.5,392.75,85.2,10/24/2011
3274.25,412,86,10/25/2011
3262.25,407.5,81.8,10/26/2011
3264.75,424.25,80.7,10/27/2011
3293.75,415.75,75.4,10/30/2011
3331.75,410.5,73.2,10/31/2011
3330.25,416.75,77.2,11/1/2011
3330.75,432,76.3,11/2/2011
3340,416.25,76.4,11/3/2011
3284.25,405.25,72.8,11/13/2011
3259,416.75,67.7,11/14/2011
3268.75,398.25,63.2,11/15/2011
3245.5,408.5,69.5,11/16/2011
3273.75,403.5,76.2,11/17/2011
3298.75,414.75,82.1,11/20/2011
3346.25,404.5,81.2,11/21/2011
3341.5,409.75,88.8,11/22/2011
3312.5,405.5,81,11/23/2011
3334,404.5,80.8,11/24/2011
3335.75,404,73,11/27/2011
3353.75,404.25,78.9,11/28/2011
3343.5,406.5,77.5,11/29/2011
3346.5,392.25,79.8,11/30/2011
3350.25,398.25,79.2,12/1/2011
3299.75,393,77.7,12/4/2011
3340.25,398.5,75.6,12/5/2011
3329.25,396.25,75.4,12/7/2011
3314.5,390.5,73.4,12/8/2011
3315.25,396.5,71.1,12/11/2011
3314.25,402.5,71.2,12/12/2011
3319,418,73.8,12/13/2011
3327.25,412,72.4,12/14/2011
3419,431.75,73,12/15/2011
3461.25,465,72.5,12/18/2011
3448.25,489,72.2,12/19/2011
3427.25,526.5,73.2,12/20/2011
3451.5,565.75,75.6,12/21/2011
3463.5,607.75,77.7,12/22/2011
3542.25,603.5,76.8,12/26/2011
3553.25,605.5,79.5,12/27/2011
3539.5,604.75,77.9,12/28/2011
3542.25,602,78.4,12/29/2011
3544,597.75,80.2,1/1/2012
3545,597.75,81.2,1/2/2012
3558.75,578.5,86.1,1/3/2012
3623.25,559.5,85.3,1/4/2012
3610.5,557.25,84.8,1/5/2012
3604.5,543,84.4,1/8/2012
3648,528.75,81.8,1/9/2012
3639.5,520,79.4,1/10/2012
3621.5,501.75,80,1/11/2012
3554,523,77.7,1/12/2012
3531.25,561.5,76.1,1/15/2012
3587.5,582,71.8,1/16/2012
3575.75,572.25,69.8,1/18/2012
3552.75,596,74.3,1/19/2012
3544,639.5,71.3,1/22/2012
3531.75,611,69.7,1/23/2012
3542,607.75,67.9,1/24/2012
3543.5,599.75,68.9,1/25/2012
3525.5,611,67.7,1/26/2012
3553.75,611,64.8,1/29/2012
3542,606.25,65.8,1/30/2012
3501,617.75,63,1/31/2012
3522.75,615.75,57.4,2/1/2012
3519,618.75,57.4,2/2/2012
3504.25,645.75,51.8,2/6/2012
3526.25,630.25,56.9,2/7/2012
3552.75,662.75,55.4,2/8/2012
2648,672.75,59.2,2/9/2012
2690.75,640.25,62.2,2/12/2012
2684.25,638.75,68.2,2/13/2012
2661.5,652,64.5,2/14/2012
2695,634.5,64.3,2/15/2012
2700.5,623.5,56.4,2/19/2012
2727,628.5,55.7,2/20/2012
2745.75,616.5,56.4,2/22/2012
2733.25,609.75,58.8,2/23/2012
2712.75,590.25,61.5,2/26/2012
2705,601.25,62.4,2/27/2012
2677.5,591,66,2/28/2012
2664.75,562.25,64,2/29/2012
2686.75,563,61.8,3/1/2012
2667.5,590.75,62.8,3/4/2012
2666.75,634.75,59.5,3/5/2012
2643,617,60.5,3/6/2012
2658,623.5,58.8,3/7/2012
2655.75,614,60,3/8/2012
2631,603.5,60,3/11/2012
2626.5,371.75,60.9,3/12/2012
2631,381.25,63.9,3/13/2012
2662.25,369.25,64,3/14/2012
2649.25,366.25,63.9,3/15/2012
2632.25,351.25,65.8,3/18/2012
2634.5,363.25,71.5,3/19/2012
2625.25,369.75,71.7,3/20/2012
2610.75,355.25,70.7,3/21/2012
2590,353.25,75.5,3/22/2012
2590.5,343,78.5,3/25/2012
2527.25,349,79.5,3/27/2012
2499.25,341.75,82.7,3/28/2012
2434.75,332.25,78.6,3/29/2012
2438,329.75,81.6,4/1/2012
2505.25,317.25,81.7,4/2/2012
2460.25,311.75,78.8,4/3/2012
2468.25,287,77.7,4/4/2012
2452.5,274.5,78.8,4/5/2012
2415,294,78.9,4/8/2012
2480.75,298.25,77.6,4/9/2012
2508.75,308.25,81.9,4/10/2012
2456.75,296.5,84.9,4/11/2012
2431.75,287.75,92.4,4/12/2012
2420.5,273.5,93.7,4/15/2012
2381,297,89,4/16/2012
2381,310,93.3,4/17/2012
2414,337,91.4,4/18/2012
2436.5,359.75,87.7,4/19/2012
2439.25,360.75,87.9,4/22/2012
2388.75,334.5,89.7,4/23/2012
2337,332.25,89.1,4/24/2012
2247.25,308.75,88,4/25/2012
2359.25,312.75,87.2,4/26/2012
2429.5,302.5,84,4/29/2012
2507,313.75,84.3,4/30/2012
2494,29.3,85.2,5/2/2012
2522.75,28.1,83.8,5/3/2012
2451.75,27.2,82.9,5/7/2012
2452.25,26.4,76.8,5/8/2012
2365.75,25.6,71.6,5/9/2012
2471.75,26,73.1,5/10/2012
2431.25,27.4,72.3,5/13/2012
2451,26.3,70.3,5/14/2012
243.3,26.7,70,5/15/2012
238,26.4,71,5/16/2012
235,26.4,72.5,5/17/2012
232.6,26.6,71.1,5/20/2012
228.1,26.7,72.3,5/21/2012
227.8,27.1,70.6,5/22/2012
233.8,26.5,70.3,5/23/2012
233.2,26.6,69.4,5/24/2012
234.2,26.6,68.7,5/27/2012
231.6,26.6,66.8,5/28/2012
233.5,26.5,66.6,5/29/2012
233.1,26.1,67.1,5/30/2012
235.2,26.2,68.6,5/31/2012
239.7,28.8,71.3,6/3/2012
236.5,30.6,68.3,6/4/2012
236.6,30.1,69.8,6/5/2012
236.5,28.5,69.9,6/6/2012
237.1,28,70.6,6/7/2012
238.9,30.5,70,6/10/2012
240.2,29,69.1,6/11/2012
241.1,29.1,68.8,6/12/2012
243.6,28.3,68.3,6/13/2012
241.9,27.4,67,6/14/2012
236.8,29.2,66,6/17/2012
234.2,27.5,64.6,6/18/2012
231.8,27.9,64.2,6/19/2012
231.3,26.8,62.4,6/20/2012
230.7,27.1,62,6/21/2012
227.3,26.9,61.7,6/24/2012
223.3,25.6,61.4,6/25/2012
215.4,26.5,63.9,6/26/2012
221.6,25.5,66.7,6/27/2012
213.2,24.1,66.7,6/28/2012
210.4,23.8,63.6,7/2/2012
207.7,21.8,62.6,7/3/2012
207.8,23.9,61.7,7/4/2012
206.3,21.9,61.6,7/5/2012
192.6,23.9,61.6,7/8/2012
204.1,25.4,59.6,7/9/2012
195.5,25.2,58.1,7/10/2012
190.5,24.9,60.8,7/11/2012
189.7,25.2,62.2,7/12/2012
178.1,24.8,59.1,7/15/2012
195.6,24.5,59.2,7/16/2012
186.7,25.1,59.8,7/17/2012
192.9,25.2,63.9,7/18/2012
199.2,26.5,63.8,7/19/2012
198.7,28,63.9,7/22/2012
193.8,27.5,65.2,7/23/2012
196.8,27.5,65.8,7/24/2012
198.4,27.1,63.4,7/25/2012
195.7,26.2,64.7,7/26/2012
194.8,26.5,63,7/29/2012
197.2,25.7,61.8,7/30/2012
201,25.7,61.1,8/1/2012
208,25.2,61.4,8/2/2012
209.5,26,60.5,8/5/2012
214.5,25.9,61.9,8/6/2012
217.3,26.4,61.3,8/7/2012
210.8,27.4,61.9,8/8/2012
211.6,27.3,62.2,8/12/2012
205.9,27.3,61.2,8/13/2012
206.5,27.4,62.5,8/14/2012
201.6,27.9,63.8,8/26/2012
206.8,27.5,62.7,8/27/2012
207.4,27.6,64.6,8/28/2012
210.3,27.8,67.3,8/29/2012
215.4,28.3,67.4,8/30/2012
212.2,27.7,65.8,9/2/2012
214.5,29.2,66.6,9/3/2012
218.5,30.1,68,9/4/2012
218.9,33.1,65.4,9/5/2012
222.4,35.9,64.5,9/6/2012
220,34.5,65.6,9/9/2012
220.8,35.5,64.3,9/10/2012
228.1,36.9,65.5,9/11/2012
231.1,37.1,69,9/12/2012
240.2,36,74.9,9/13/2012
237.3,35.9,72.4,9/16/2012
242.1,35.8,70,9/17/2012
240.1,35.8,71.9,9/18/2012
239.7,37.3,71.1,9/19/2012
235.5,38.3,69.2,9/20/2012
238.9,37.3,70.2,9/23/2012
237.3,36.6,69.7,9/24/2012
239.1,36.1,68.8,9/25/2012
241.5,35.8,68.5,9/26/2012
244.8,35.1,70.1,9/27/2012
263.2,34.5,67.7,9/30/2012
278,33.9,67.6,10/1/2012
274.6,32.7,67.8,10/2/2012
271.1,34.8,66.9,10/3/2012
267.1,37,66.1,10/4/2012
260.7,36.6,64.7,10/7/2012
263.6,36.4,63.8,10/8/2012
266.2,35.9,64.3,10/9/2012
276.1,34.6,63.4,10/10/2012
275.7,36.1,62.4,10/11/2012
275.6,36.2,61.1,10/14/2012
267.1,36.5,60.6,10/15/2012
272.2,36.5,60.3,10/16/2012
277.2,36.9,59.9,10/17/2012
275.1,38.2,59,10/18/2012
272.6,38.9,58.4,10/21/2012
268.9,39,60,10/22/2012
263.9,37.8,60.2,10/23/2012
268.7,38.3,59.9,10/30/2012
263.8,38.7,59.4,10/31/2012
264.2,39.6,58.8,11/1/2012
264.9,39.8,58.3,11/4/2012
264,38.9,57.8,11/5/2012
263.6,39.1,57.1,11/6/2012
263.4,39.6,56.3,11/7/2012
264.2,41.6,56.4,11/8/2012
261.9,40.3,55.4,11/11/2012
257.6,41.6,54.7,11/12/2012
256.7,43.5,56.7,11/13/2012
253.7,43.8,57.1,11/14/2012
251.8,42.7,61,11/15/2012
250.3,42.4,59.1,11/18/2012
251.7,42.9,57,11/19/2012
261.2,43.4,55.9,11/20/2012
267.6,42.3,56.2,11/21/2012
258.9,40.6,56.5,11/22/2012
261.1,39.8,55.7,11/26/2012
263.3,39.7,55.7,11/27/2012
263.8,39.2,55.5,11/28/2012
261.4,39.9,59,11/29/2012
256.7,38.6,56.9,12/2/2012
259.2,38.4,56.2,12/3/2012
259.2,40,57,12/4/2012
257,40.2,56.4,12/5/2012
254.4,39.9,56.3,12/6/2012
248.7,38.5,55.1,12/9/2012
250.1,38.5,54.9,12/10/2012
247.7,38,55,12/11/2012
248.6,37.9,54.9,12/12/2012
249.4,37.9,55.3,12/13/2012
251.4,36.2,55.5,12/17/2012
257.7,33.3,55.1,12/18/2012
261.6,35,55.4,12/19/2012
263.5,35.4,55.6,12/20/2012
256.3,33.1,55.3,12/23/2012
257,33.5,55.1,12/24/2012
253.9,33.2,55.4,12/26/2012
255.9,35,56.7,12/27/2012
254.5,34.4,56.8,12/30/2012
249.6,34.3,56.1,1/1/2013
237.9,35,55.2,1/2/2013
247.2,35.3,55.7,1/3/2013
250.2,33.7,55.7,1/6/2013
245.4,34,55,1/7/2013
245.6,33,55.4,1/8/2013
253.2,32.6,55.2,1/9/2013
256.2,32.1,55.6,1/10/2013
252.1,32.7,55,1/13/2013
247,32.2,55.1,1/14/2013
256.7,32.6,55,1/15/2013
259.9,33.9,55.2,1/16/2013
256.3,36.3,55.4,1/17/2013
257,35.1,55.5,1/20/2013
256.6,34.2,55.6,1/21/2013
255,34,59.5,1/22/2013
255.1,34.7,58.9,1/23/2013
256,34.5,60.2,1/24/2013
255.9,34.3,58.3,1/27/2013
256.8,35.9,58.5,1/28/2013
257.3,35.1,59.6,1/29/2013
259.8,34.8,58.7,1/30/2013
261.6,34.6,58.4,1/31/2013
261.4,34.8,58.3,2/3/2013
261.8,34.1,59.6,2/4/2013
187.4,33.9,59.1,2/5/2013
182.4,33.3,59.7,2/6/2013
187.3,33,57.8,2/7/2013
185.6,33.4,57.9,2/10/2013
184.2,33.8,61,2/11/2013
185,33.7,60.6,2/12/2013
184.5,33.8,61.7,2/13/2013
182.3,36,63.1,2/14/2013
181.1,37.6,63.1,2/17/2013
181.9,35.8,63.2,2/18/2013
181.2,38.2,62.2,2/19/2013
180.7,40.8,61.1,2/20/2013
179.7,38.5,51.4,2/25/2013
178.8,37.9,52.1,2/26/2013
182.4,36.3,50.3,2/27/2013
183.8,36.2,50.1,2/28/2013
189.2,36.5,47.3,3/3/2013
191.9,36.5,48.7,3/4/2013
185,37.2,48.4,3/5/2013
187,36.2,48.4,3/6/2013
183.3,36.4,47.8,3/7/2013
181.5,36,48,3/10/2013
179.9,35.9,48.2,3/11/2013
178.8,36,48.1,3/12/2013
178,35.8,48,3/13/2013
176.9,35.6,48.2,3/14/2013
176.5,35.6,48.1,3/18/2013
175.8,35.9,48.2,3/19/2013
174.9,35.9,48,3/20/2013
171.9,35.9,47,3/24/2013
172.1,37.5,46.8,3/25/2013
171.8,36.6,44.9,3/27/2013
170.3,36.6,46,3/28/2013
170,36.1,46,3/31/2013
167.6,35.6,45.1,4/1/2013
169.4,35.3,45.8,4/2/2013
170.2,35.2,46.9,4/3/2013
168.8,34.4,47.1,4/4/2013
169,34.1,47.2,4/7/2013
171.1,34.1,47.8,4/8/2013
171.9,33.8,49.7,4/9/2013
175.4,33.7,49,4/10/2013
177.1,32.9,47.6,4/11/2013
179.1,32.9,47.8,4/15/2013
177.9,33.9,47.2,4/16/2013
173.2,33.8,47.3,4/17/2013
172.5,34.3,47.1,4/18/2013
172.1,33.9,46.2,4/21/2013
172.3,33.2,46,4/22/2013
173.2,32.9,45.7,4/23/2013
172.3,32.8,46.8,4/24/2013
170.8,32.8,46.8,4/25/2013
171.1,31.5,45.9,4/28/2013
171.5,31,45.8,4/29/2013
172,30.7,45.5,4/30/2013
172.3,33,46.3,5/2/2013
170.1,32.7,46.1,5/5/2013
168,32.1,46,5/6/2013
168,32.1,46.2,5/7/2013
168,32.9,46.9,5/8/2013
166.3,32.4,47.1,5/9/2013
165.2,31.6,49.9,5/12/2013
163.2,31.5,50.9,5/13/2013
168.4,32,52,5/14/2013
166.4,31.8,49.9,5/15/2013
166.3,33,50.9,5/16/2013
166.5,33.8,52,5/19/2013
167.4,33.2,51.2,5/20/2013
168,33.5,50.6,5/21/2013
168,33.3,51.2,5/22/2013
168.1,32.8,50.3,5/26/2013
167.5,32.7,51.8,5/27/2013
167.5,32.7,51.4,5/28/2013
167.9,32.7,51.5,5/29/2013
167.9,32.9,51.5,5/30/2013
167.6,33.2,52.6,6/2/2013
167.7,32.8,52.4,6/3/2013
169.1,33,52.5,6/4/2013
168.8,33.8,54.1,6/5/2013
168.4,35,53.6,6/6/2013
168.3,34.9,51.6,6/9/2013
168.1,34.6,52.9,6/10/2013
168.6,35.2,55.1,6/11/2013
168.2,34.9,54.3,6/12/2013
167.3,34.6,54.3,6/13/2013
167.4,34.4,56,6/16/2013
167.2,34.3,55.7,6/17/2013
166.5,34.3,56.1,6/18/2013
167.6,34.2,56.2,6/19/2013
168.9,33.8,55.1,6/20/2013
169,34.1,54.1,6/23/2013
168.2,34.4,52.4,6/24/2013
169,34.4,53.8,6/26/2013
169,35,52.9,6/27/2013
169.2,35.4,52.2,6/30/2013
169.4,36.2,53.3,7/2/2013
169.2,35.6,53.5,7/3/2013
168.7,35.4,54.8,7/4/2013
169.2,35.2,55.3,7/7/2013
169,34.8,54.5,7/8/2013
168.9,35.1,56.6,7/9/2013
169.7,35,61.9,7/10/2013
171,35,58.5,7/11/2013
172.8,35.4,56.8,7/14/2013
173,35.3,57.3,7/15/2013
173.3,34.8,56.5,7/16/2013
174.1,34.3,55.9,7/17/2013
177.1,34.2,55,7/18/2013
179.7,34.2,54,7/21/2013
180.6,34,53.8,7/22/2013
180.6,33.9,51.7,7/23/2013
181.3,33.6,52.9,7/24/2013
182.7,33.3,52.9,7/25/2013
181.9,32.8,51.8,7/28/2013
181.2,33.4,52.1,7/29/2013
182.5,33,51.4,7/30/2013
182.1,33.1,51.1,7/31/2013
180.3,32.3,50.9,8/1/2013
180.1,33.1,49.1,8/4/2013
